table_name,column_name,is_nullable,spanner_type,ordinal_position
TXN_STATS_TOTAL_HOUR,OPERATIONS_BY_TABLE,YES,"ARRAY<STRUCT<TABLE_NAME STRING(MAX), INSERT_OR_UPDATE_COUNT INT64, INSERT_OR_UPDATE_BYTES INT64>>",10
TXN_STATS_TOTAL_HOUR,TOTAL_LATENCY_DISTRIBUTION,YES,"ARRAY<STRUCT<COUNT INT64, MEAN FLOAT64, SUM_OF_SQUARED_DEVIATION FLOAT64, NUM_FINITE_BUCKETS INT64, GROWTH_FACTOR FLOAT64, SCALE FLOAT64, BUCKET_COUNTS ARRAY<INT64>>>",11
TXN_STATS_TOTAL_MINUTE,ATTEMPT_COUNT,YES,INT64,12
TXN_STATS_TOTAL_MINUTE,AVG_BYTES,YES,FLOAT64,8
TXN_STATS_TOTAL_MINUTE,AVG_COMMIT_LATENCY_SECONDS,YES,FLOAT64,7
TXN_STATS_TOTAL_MINUTE,AVG_PARTICIPANTS,YES,FLOAT64,5
TXN_STATS_TOTAL_MINUTE,AVG_TOTAL_LATENCY_SECONDS,YES,FLOAT64,6
TXN_STATS_TOTAL_MINUTE,COMMIT_ABORT_COUNT,YES,INT64,4
TXN_STATS_TOTAL_MINUTE,COMMIT_ATTEMPT_COUNT,YES,INT64,2
TXN_STATS_TOTAL_MINUTE,COMMIT_FAILED_PRECONDITION_COUNT,YES,INT64,3
TXN_STATS_TOTAL_MINUTE,COMMIT_RETRY_COUNT,YES,INT64,9
TXN_STATS_TOTAL_MINUTE,INTERVAL_END,YES,TIMESTAMP,1
TXN_STATS_TOTAL_MINUTE,OPERATIONS_BY_TABLE,YES,"ARRAY<STRUCT<TABLE_NAME STRING(MAX), INSERT_OR_UPDATE_COUNT INT64, INSERT_OR_UPDATE_BYTES INT64>>",10
TXN_STATS_TOTAL_MINUTE,TOTAL_LATENCY_DISTRIBUTION,YES,"ARRAY<STRUCT<COUNT INT64, MEAN FLOAT64, SUM_OF_SQUARED_DEVIATION FLOAT64, NUM_FINITE_BUCKETS INT64, GROWTH_FACTOR FLOAT64, SCALE FLOAT64, BUCKET_COUNTS ARRAY<INT64>>>",11
